a,b,c,true_class,predicted_class
-4.62434,2.17181,0.38095,0.0,0.0
0.08706,-2.56875,2.44751,1.0,1.0
-3.31763,-3.10065,-0.39288,1.0,1.0
-2.1372,-2.52537,1.45238,0.0,0.0
1.50972,3.24517,-0.82291,1.0,1.0
-4.26915,-2.26334,4.80005,1.0,1.0
0.96259,2.09737,-4.92642,0.0,0.0
0.18206,-4.62471,0.6923,0.0,0.0
4.20771,4.68419,0.40553,0.0,0.0
-0.41795,4.45017,1.7361,0.0,0.0
-4.35101,-0.34274,-2.59755,1.0,1.0
-0.30196,-0.44534,0.82145,0.0,0.0
-1.4323,-3.3573,0.03719,0.0,0.0
3.30203,1.64012,-1.61632,0.0,0.0
4.35523,4.12208,-2.90652,0.0,0.0
-4.60582,2.41309,3.2761,1.0,1.0
4.67865,3.89836,1.00535,0.0,0.0
0.30052,-4.72159,-2.53344,0.0,0.0
-0.40385,1.28504,0.57252,1.0,1.0
2.42636,-2.20233,0.64953,0.0,0.0
-4.11858,-0.86334,2.50161,0.0,0.0
1.93401,4.90643,-2.22109,0.0,0.0
-0.01811,-1.7047,-0.59397,0.0,0.0
3.5695,1.84209,3.82441,0.0,0.0
-2.96489,3.73361,-4.40238,0.0,0.0
3.88599,-1.70926,-1.85412,0.0,0.0
0.12089,4.4069,-4.52219,1.0,1.0
-1.47769,3.56572,-1.03946,0.0,0.0
-3.00843,-0.75206,-1.14447,1.0,1.0
4.15416,2.61934,0.05116,0.0,0.0
4.88371,-0.34722,-4.41762,1.0,1.0
-2.37726,-0.6393,-3.43097,1.0,1.0
4.47565,2.66849,-2.31713,0.0,0.0
0.90805,2.21449,4.41279,1.0,1.0
3.81635,0.15192,2.74653,1.0,1.0
0.62145,0.52704,-3.85258,0.0,0.0
-3.73862,0.29534,-2.31138,1.0,1.0
-4.78963,2.22839,-4.67513,0.0,0.0
0.95277,0.39194,4.68815,0.0,0.0
-0.15787,-4.36399,0.51688,1.0,1.0
3.41096,4.96849,-0.69657,0.0,0.0
-1.79701,4.06653,-3.08758,1.0,1.0
1.15429,-0.94286,-4.58918,1.0,1.0
-1.52712,-2.34771,1.86091,1.0,1.0
4.4879,-2.31953,3.11466,0.0,0.0
-4.4464,0.38121,-4.2945,1.0,1.0
4.34033,2.66351,1.5795,0.0,0.0
3.23896,1.4752,4.68944,0.0,0.0
2.13958,4.24659,0.17132,1.0,1.0
-3.82936,0.28178,-3.73127,1.0,1.0
0.92493,-0.17507,1.22575,0.0,0.0
-4.89953,-3.0516,-0.0867,1.0,1.0
4.50504,-1.16391,-0.75628,0.0,0.0
2.14696,1.03793,-2.01074,1.0,1.0
-0.89184,-2.823,4.66021,1.0,1.0
-3.69366,-1.28163,-4.74161,0.0,0.0
-2.78221,2.80471,-2.98825,0.0,0.0
-4.19937,-0.25547,-4.90031,1.0,1.0
-4.15234,3.07626,2.71473,0.0,0.0
4.15139,3.54515,1.83176,1.0,1.0
-4.47667,2.82849,3.45511,0.0,0.0
2.99082,0.08479,-2.67098,0.0,0.0
3.4533,2.27163,4.80761,0.0,0.0
-3.44307,-2.74335,-2.88202,0.0,0.0
2.9254,-3.13093,-4.3334,1.0,1.0
4.98561,-4.75183,3.35244,0.0,0.0
-1.34633,3.41615,0.5462,1.0,1.0
4.01631,4.26193,-4.90902,1.0,1.0
-4.24588,-2.49641,1.69315,0.0,0.0
3.88272,-0.40058,1.06973,1.0,1.0
-3.115,3.04967,4.67328,1.0,1.0
-2.31401,-0.05174,-4.13884,1.0,1.0
0.59137,0.02783,-3.55564,1.0,1.0
-0.57934,-1.65895,0.21831,0.0,0.0
0.85654,-4.91504,2.61006,1.0,1.0
2.13014,-1.33714,-4.47064,0.0,0.0
2.54933,4.55175,-2.59848,0.0,0.0
-1.76475,-3.16187,0.76936,1.0,1.0
-3.45159,-1.43806,1.97013,0.0,0.0
0.60116,-1.13537,-0.7975,1.0,1.0
0.62111,-4.94135,-4.2149,0.0,0.0
3.81258,-4.22121,2.06804,0.0,0.0
4.20038,-2.29316,-1.29509,0.0,0.0
0.68921,3.81709,4.41906,1.0,1.0
2.39563,-4.1338,1.69154,0.0,0.0
-0.89696,-0.29299,-4.50852,0.0,0.0
-3.08938,2.90514,-0.46041,1.0,1.0
-1.98338,-1.15981,3.544,0.0,0.0
2.48999,-2.27685,-3.82498,0.0,0.0
-2.48002,4.20756,0.81589,1.0,1.0
0.3348,0.96394,-1.33972,1.0,1.0
3.07107,0.23286,-3.83252,0.0,0.0
-3.70935,0.36859,4.3657,1.0,1.0
-1.91648,3.69541,2.64096,0.0,0.0
-2.52188,-4.63659,-3.98153,0.0,0.0
2.28494,-3.0033,-1.28729,1.0,1.0
0.01699,2.25468,-3.86769,1.0,1.0
-0.93634,-0.14927,0.40827,0.0,0.0
3.18361,-3.28322,3.07831,0.0,0.0
1.92878,0.55871,1.99528,0.0,0.0
-0.87982,-3.61602,1.65765,0.0,0.0
0.24672,1.39375,-1.62001,1.0,1.0
4.06867,0.8737,-4.14598,1.0,1.0
-0.50196,2.56356,2.94135,0.0,0.0
-0.05403,3.94748,-2.32332,1.0,1.0
-0.89401,3.98597,3.96257,1.0,1.0
1.85713,3.58981,-4.11227,0.0,0.0
3.64995,-1.7938,-3.21668,1.0,1.0
-2.6063,-0.82031,-2.48808,1.0,1.0
-1.79432,-3.65022,-2.03823,0.0,0.0
0.72284,-0.58146,-1.53281,1.0,1.0
2.46452,3.9351,2.56789,1.0,1.0
-1.67999,2.44442,-3.4802,0.0,0.0
-3.69682,-1.54373,3.07702,0.0,0.0
-2.53652,-4.36747,-3.6829,1.0,1.0
3.58745,1.33783,-2.46799,1.0,1.0
0.55296,0.2758,1.55436,1.0,0.0
-2.66812,3.64403,-1.90631,0.0,0.0
1.94132,-4.83875,-1.27343,1.0,1.0
-1.4829,0.43484,-4.27264,0.0,0.0
2.90131,-2.82219,1.77038,0.0,0.0
3.03212,0.61877,2.40883,0.0,0.0
1.6186,-1.4447,3.08859,1.0,1.0
-2.05299,0.71213,2.45398,0.0,0.0
-1.21044,-1.97232,-0.40654,0.0,0.0
3.17963,4.29922,0.45083,0.0,0.0
1.61466,4.03274,-4.01453,0.0,0.0
-2.67921,2.089,3.23744,0.0,0.0
3.57029,-0.84893,-4.1066,1.0,1.0
-0.62219,-2.69265,-2.08804,1.0,1.0
2.72268,-4.24473,3.27581,1.0,1.0
-0.72331,0.96064,-4.10348,0.0,0.0
-1.62641,-4.10299,4.61544,0.0,0.0
3.07262,-0.40367,-2.76397,1.0,1.0
4.33455,-1.55403,-3.39016,0.0,0.0
0.63164,4.43774,-4.9617,1.0,1.0
-2.61875,4.38448,-3.28914,1.0,1.0
-3.86757,0.70187,3.61844,1.0,1.0
-0.2289,4.94564,1.79172,0.0,0.0
-4.25925,4.92832,-0.92106,0.0,0.0
-2.12597,0.57879,-1.95692,0.0,0.0
-4.13542,-4.98572,-0.50417,1.0,1.0
3.36863,0.72315,4.99207,1.0,1.0
-2.13153,-2.19545,-3.40251,1.0,1.0
-3.35936,-2.14813,2.9284,0.0,0.0
4.05757,4.75087,-2.6771,1.0,1.0
3.81298,-1.71745,-3.87159,1.0,1.0
3.70025,1.36106,-3.35269,0.0,0.0
-0.70169,-2.12742,2.36795,0.0,0.0
-0.46584,4.8928,-4.45255,1.0,1.0
-1.44985,-0.181,0.03134,0.0,0.0
-1.84064,2.2924,3.74747,0.0,0.0
4.38719,3.05093,3.5058,0.0,0.0
0.50545,3.25888,-1.96496,1.0,1.0
-1.01521,-1.83087,-0.32613,0.0,0.0
-2.1442,4.61611,-1.87155,0.0,0.0
-4.01955,0.26817,-4.42901,1.0,1.0
-3.89457,-2.80611,-0.3565,1.0,1.0
-0.66749,2.99692,2.39475,1.0,1.0
-0.73682,-1.66296,-1.83531,0.0,0.0
2.73995,-4.47928,-4.87178,1.0,1.0
2.95544,-0.22854,-3.69119,1.0,1.0
-2.64434,4.32504,3.59503,1.0,1.0
2.09785,-0.17775,0.20324,0.0,0.0
4.75245,4.6577,-2.84731,0.0,0.0
3.11105,-3.02757,-2.86463,0.0,0.0
1.76093,-0.94999,4.31544,1.0,1.0
-4.1099,0.11526,4.18522,1.0,1.0
4.04114,-3.43471,-1.33362,0.0,0.0
1.19121,-3.40605,4.68022,0.0,0.0
4.14749,-3.3305,-3.78845,0.0,0.0
-4.14592,4.09444,-3.06376,0.0,0.0
-0.83715,-0.51149,0.99011,1.0,1.0
-4.28265,-2.73241,4.3149,1.0,1.0
4.0841,2.81291,-4.80599,0.0,0.0
-1.72993,1.27959,-2.2481,0.0,0.0
4.09587,1.33889,-4.28093,0.0,0.0
4.09006,4.57767,-4.22288,1.0,1.0
0.3236,-1.96636,-1.07161,0.0,0.0
-3.20349,0.78072,4.57979,1.0,1.0
0.03073,-4.17085,1.20001,1.0,1.0
-1.59777,3.55925,-0.65322,1.0,1.0
-3.0716,-3.08894,2.68764,1.0,1.0
-2.34412,2.67233,-2.94113,1.0,1.0
-1.78314,-0.34513,4.43196,0.0,0.0
4.31731,-2.93128,-1.41781,1.0,1.0
-3.50601,0.09985,-0.39417,1.0,1.0
4.0076,4.30005,-1.16433,0.0,0.0
-0.08262,3.96236,3.06708,0.0,0.0
-4.96344,-1.7994,-0.78226,0.0,0.0
-2.70284,-3.00428,-4.62215,0.0,0.0
1.4337,-2.3749,-4.47653,0.0,0.0
-2.69021,3.01914,3.51489,1.0,1.0
-0.16934,-0.83929,4.77854,1.0,1.0
-2.99435,-2.84641,-2.08133,1.0,1.0
-3.27243,-1.20634,4.10834,1.0,1.0
1.15348,-0.88053,4.34411,1.0,1.0
-4.51536,-2.89724,0.65889,1.0,1.0
1.15553,-4.60442,-0.96961,0.0,0.0
1.49154,1.98071,1.3814,1.0,1.0
-1.79437,-4.0648,-0.72888,0.0,0.0
-3.71246,4.47624,-0.24829,1.0,1.0
-1.82741,2.66304,-0.02051,1.0,1.0
-1.89966,3.11968,3.67152,1.0,1.0
1.73008,-4.53036,0.66323,0.0,0.0
2.63295,-3.63497,-2.71329,0.0,0.0
3.82495,-4.79878,2.52727,0.0,0.0
-0.26227,-0.53228,-4.92903,0.0,0.0
3.19398,-1.40175,0.40766,0.0,0.0
1.77301,2.0263,4.5598,0.0,0.0
0.3134,-1.0028,4.53704,1.0,1.0
1.4211,-2.0185,-3.73536,0.0,0.0
3.42555,-1.37818,1.6047,1.0,1.0
-0.29184,-3.0107,1.01687,0.0,0.0
-4.39317,-0.86658,0.46615,0.0,0.0
-0.63953,2.48672,3.27925,1.0,1.0
2.71243,-4.61187,-3.05871,1.0,1.0
0.36608,4.34822,3.34957,0.0,0.0
3.42535,-1.96792,-0.70552,1.0,1.0
-0.29294,-3.42628,-4.68932,1.0,1.0
4.46903,-2.59287,-2.60051,1.0,1.0
-4.16621,4.28508,0.79737,1.0,1.0
1.67037,4.11577,-1.5438,1.0,1.0
1.21507,-4.61201,-3.13227,1.0,1.0
3.31246,2.66768,-1.49357,1.0,1.0
-1.23189,0.33554,-4.99759,1.0,1.0
-2.58756,-2.91768,-2.49517,1.0,1.0
3.05906,-2.20326,-3.08479,1.0,1.0
0.04263,3.65645,-2.5865,0.0,0.0
-4.21464,-1.43595,2.47652,0.0,0.0
0.50691,3.16793,4.59592,1.0,1.0
2.92662,1.03803,-0.06658,1.0,1.0
-4.59931,4.84322,-1.16519,0.0,0.0
-3.47772,1.66709,-2.15712,0.0,0.0
0.85778,0.86768,-0.5427,1.0,1.0
3.36119,-2.35033,-0.51367,0.0,0.0
0.37692,1.63625,2.83972,0.0,1.0
-1.05193,1.46047,-3.49389,0.0,0.0
4.32648,-1.16941,2.29521,1.0,1.0
-4.79659,-2.94813,-0.12917,0.0,0.0
3.78252,0.27255,4.2987,1.0,1.0
-0.16203,-0.09551,-3.80253,1.0,1.0
3.02656,-2.53035,3.99612,1.0,1.0
4.10824,4.4331,0.2023,0.0,0.0
1.77094,2.78516,-3.68985,0.0,0.0
1.00957,-4.65702,-0.02434,1.0,1.0
-3.45157,-3.17077,-1.34952,1.0,1.0
-0.67563,1.23172,-4.25572,0.0,0.0
0.03692,-3.17375,0.73975,0.0,0.0
1.37405,0.56709,2.38296,1.0,1.0
-1.64391,2.65107,-0.67233,1.0,1.0
-0.15816,1.48102,-4.81642,0.0,0.0
1.53994,1.18585,-1.90153,0.0,0.0
-4.14206,-4.09065,4.23224,0.0,0.0
1.89279,-3.72897,-1.43277,0.0,0.0
0.92483,3.35572,-4.56339,0.0,0.0
-2.63367,3.89749,-4.90834,0.0,0.0
-2.98601,4.59024,1.13402,1.0,1.0
-2.38329,-4.33009,-4.71809,0.0,0.0
-2.55255,3.81486,-0.84086,1.0,1.0
2.20333,4.18285,-0.9196,1.0,1.0
-3.08723,0.17118,4.08084,1.0,1.0
3.04374,-4.3417,1.92573,1.0,1.0
0.71898,4.07463,-3.77519,1.0,1.0
0.34036,3.79463,-0.89976,1.0,1.0
-0.18005,-4.29539,-2.21856,0.0,0.0
-1.75493,4.45122,-2.17333,0.0,0.0
-0.39131,1.71304,-3.37817,1.0,1.0
-0.13558,2.38539,3.66855,1.0,1.0
1.26259,1.69054,-3.73717,0.0,0.0
4.45776,-3.67426,2.74673,1.0,1.0
-2.35184,4.33593,2.1996,0.0,0.0
2.53814,-2.80941,-0.5696,1.0,1.0
1.17813,2.69974,-3.96041,0.0,0.0
4.62365,3.90221,-2.29651,1.0,1.0
3.2276,0.18324,-0.38194,0.0,0.0
-1.85566,0.80969,2.29889,1.0,1.0
-0.89067,1.29219,1.99313,0.0,0.0
2.11122,-4.48034,3.59748,1.0,1.0
-0.41747,-2.37584,-2.58235,0.0,0.0
-0.16986,3.86832,-1.21652,1.0,1.0
2.49726,-4.03181,-0.23943,0.0,0.0
4.91686,2.70438,-2.89472,1.0,1.0
0.01441,-2.66375,-0.90439,1.0,1.0
2.80084,2.71225,-2.719,1.0,1.0
4.22223,0.92568,-1.20076,0.0,0.0
0.01936,1.05071,0.59891,1.0,1.0
-0.13595,0.04933,-3.23588,0.0,0.0
3.12733,0.4176,-3.6892,0.0,0.0
2.66157,4.32444,4.47307,0.0,0.0
-1.30982,-3.64483,0.184,0.0,0.0
-3.87391,4.33987,-3.1642,1.0,1.0
-2.47234,-0.93363,-1.16836,0.0,0.0
2.94663,-0.43683,-3.29232,0.0,0.0
-2.3279,0.09113,-3.52546,1.0,1.0
1.11656,0.65747,2.14702,1.0,1.0
4.37705,4.12255,4.46076,1.0,1.0
-2.55284,-3.68435,-1.97723,1.0,1.0
3.95085,4.72053,3.59325,1.0,1.0
-3.89982,4.47428,-0.76642,1.0,1.0
-4.9069,-0.57606,-4.53931,1.0,1.0
0.43878,-1.61446,-0.26565,1.0,1.0
1.1317,3.68801,1.61902,0.0,0.0
-0.65951,3.19428,4.05582,1.0,1.0
-3.8024,0.31933,-2.15488,1.0,1.0
-4.52939,1.68547,3.62771,0.0,0.0
-3.37097,3.12414,3.53396,1.0,1.0
4.1434,-2.34715,4.03953,1.0,1.0
-1.79337,0.52338,-4.49493,1.0,1.0
-4.56119,2.20373,-0.5552,0.0,0.0
-2.43708,-3.09587,1.69953,1.0,1.0
-4.99598,3.05891,-4.2075,0.0,0.0
-3.0851,-1.13764,-0.15141,0.0,0.0
-1.45005,-1.79288,4.63916,1.0,1.0
1.4158,-4.76567,-0.69824,1.0,1.0
3.75009,-1.98544,-4.05444,1.0,1.0
2.58385,1.06014,0.70313,1.0,1.0
-4.46423,-3.59501,1.22549,1.0,1.0
-2.92176,0.0407,0.44882,1.0,1.0
-2.16493,4.48425,3.42464,0.0,0.0
2.22374,-4.22006,-3.9387,1.0,1.0
-0.07219,-3.39287,4.78265,1.0,1.0
-3.4148,-0.12532,-1.35879,1.0,1.0
1.39386,-3.70964,-0.69684,0.0,0.0
-2.25295,3.87752,-4.59414,0.0,0.0
4.13727,3.32994,-2.02429,0.0,0.0
2.89291,-4.68786,4.66866,1.0,1.0
0.26595,-1.96719,-1.37417,1.0,1.0
-4.33595,4.8935,-4.60708,1.0,1.0
1.54907,-0.57264,4.48916,0.0,0.0
-2.54,0.32087,-0.17644,0.0,0.0
2.02866,-4.3199,-3.06211,0.0,0.0
-2.85435,2.38151,-3.10861,0.0,0.0
0.73492,-2.84756,3.61625,1.0,1.0
4.42185,0.18493,-1.47691,1.0,1.0
-2.65942,-4.50219,-2.315,0.0,0.0
1.54236,0.33617,4.44041,0.0,0.0
-1.03723,1.93863,-0.10677,0.0,0.0
0.12576,-2.32226,-0.45049,0.0,0.0
-0.29215,2.06643,4.4064,1.0,1.0
-1.70679,-4.578,-0.03705,1.0,1.0
0.44461,-3.31559,2.60465,1.0,1.0
4.84929,4.45775,-3.02894,1.0,1.0
3.75363,2.04494,-0.46153,0.0,0.0
0.40611,3.496,-0.19865,0.0,0.0
-1.26793,-0.06753,0.7913,0.0,1.0
-3.10922,4.00908,1.74187,1.0,1.0
1.33269,-4.00504,1.04174,1.0,1.0
-3.79039,-4.21302,0.27311,1.0,1.0
-0.97214,0.8881,-4.10778,0.0,0.0
-0.69017,-3.25213,4.871,1.0,1.0
0.6115,1.87437,-1.74582,0.0,0.0
-4.05261,4.75871,-2.13741,0.0,0.0
-0.76192,1.49864,-4.75303,0.0,0.0
3.10259,0.36578,-2.21783,0.0,0.0
-4.38392,-3.37502,3.95034,1.0,1.0
1.86024,-2.50098,-4.34399,1.0,1.0
1.90615,0.72408,-0.9548,0.0,0.0
-1.36389,-2.83186,1.69611,0.0,0.0
4.70668,-3.24285,0.97117,0.0,0.0
-0.75815,-0.53311,-2.45853,0.0,0.0
3.25135,-0.14744,0.43406,0.0,0.0
-1.95239,-3.18192,-4.1409,1.0,1.0
2.14119,-3.03766,1.90075,0.0,0.0
-1.09624,-0.84225,-0.30823,1.0,1.0
-1.32291,-3.9938,-1.90368,0.0,0.0
1.63734,1.65784,-2.13776,0.0,0.0
-0.39897,-3.06553,-2.89628,0.0,0.0
-4.76953,3.96747,-2.89293,1.0,1.0
-2.72466,-2.20399,-3.72592,1.0,1.0
1.39263,-4.24857,-3.65798,0.0,0.0
1.44757,-1.60339,2.07948,1.0,1.0
0.57425,-2.43979,1.50828,0.0,0.0
-3.83726,0.3641,-0.62852,1.0,1.0
-2.32126,1.04005,3.71334,0.0,0.0
4.98905,1.07763,-0.95294,1.0,1.0
-2.74793,-2.42904,-0.20545,1.0,1.0
-1.32722,4.13815,-1.31705,1.0,1.0
-1.26555,-1.16465,3.3662,0.0,0.0
1.50788,1.14169,-1.65857,0.0,0.0
3.17904,-4.61636,3.70797,1.0,1.0
0.1275,-1.0175,-0.02833,1.0,1.0
1.67416,-4.87235,3.71552,1.0,1.0
-0.5326,-1.57033,-3.61754,0.0,0.0
-0.60535,-0.03677,-0.96353,0.0,0.0
1.7866,-0.79103,4.61418,1.0,1.0
0.99278,3.07478,-3.90644,0.0,0.0
-1.02709,-1.63152,0.69482,0.0,0.0
3.61114,-4.21662,-4.27425,1.0,1.0
3.50318,-2.8715,1.68753,0.0,0.0
0.42878,3.32894,-3.74911,0.0,0.0
-3.70217,0.56818,4.46379,0.0,0.0
-0.85002,-1.73058,1.06689,1.0,1.0
4.30449,3.36928,4.95484,0.0,0.0
-4.77431,-3.87142,1.09468,1.0,1.0
3.20576,-2.14756,-2.60789,0.0,0.0
2.86976,-4.43618,-1.30617,0.0,0.0
0.05809,0.60349,2.28615,1.0,0.0
-1.45154,1.12684,0.85375,1.0,1.0
0.47616,1.40483,-2.40551,0.0,0.0
-4.15351,-3.80728,-2.75418,0.0,0.0
0.00198,3.40443,2.01293,0.0,0.0
2.89041,-1.49024,-0.95346,1.0,1.0
-1.06318,-3.08127,-4.38783,0.0,0.0
0.90916,4.89217,-3.3317,1.0,1.0
-4.53315,2.79532,-2.47414,1.0,1.0
3.29644,2.03937,4.45674,1.0,1.0
-0.91073,1.6197,-0.35145,1.0,1.0
1.30589,-0.50401,-3.11368,1.0,1.0
0.07897,0.28584,3.10604,0.0,1.0
2.35521,1.63792,-3.86613,0.0,0.0
2.20616,0.00305,3.941,0.0,0.0
4.19871,-4.44843,3.20642,1.0,1.0
-4.62303,-1.3283,0.423,1.0,1.0
-3.51899,2.46314,-4.91645,0.0,0.0
-3.31401,0.80797,2.14388,1.0,1.0
4.16643,2.05497,1.71779,1.0,1.0
-1.05659,-4.98716,-3.79841,0.0,0.0
0.34555,1.7513,-0.82552,0.0,0.0
2.30679,0.21862,-4.25824,0.0,0.0
-3.07984,3.39998,2.24913,1.0,1.0
3.94762,-3.82443,4.90223,0.0,0.0
-2.90593,-4.8822,4.97423,0.0,0.0
-2.18926,1.68019,-3.23318,1.0,1.0
0.80229,4.04035,-1.79819,1.0,1.0
1.70254,-3.12096,1.24795,1.0,1.0
-1.6355,-2.88792,-1.86818,1.0,1.0
-3.21159,4.01916,-1.02813,0.0,0.0
-2.54721,-0.51592,-1.79464,1.0,1.0
2.44419,4.7122,-0.61966,1.0,1.0
3.61033,0.65863,-3.42764,1.0,1.0
1.90623,0.13434,1.50607,0.0,0.0
3.89687,-0.59565,4.01178,0.0,0.0
2.50669,-0.11395,1.03222,0.0,0.0
-1.74419,4.83597,1.67351,1.0,1.0
-4.56153,-1.73378,1.23314,0.0,0.0
-4.43667,-4.76116,-0.49976,1.0,1.0
-1.6731,-0.61701,-2.37307,1.0,1.0
-3.35282,1.89143,0.14571,0.0,0.0
-2.99846,-1.80411,0.91808,1.0,1.0
-4.27771,-3.52547,-4.26754,0.0,0.0
3.12317,2.52409,2.53313,1.0,1.0
2.16325,1.69385,-0.23008,0.0,0.0
1.42278,-4.61638,1.21464,0.0,0.0
2.77878,0.00358,-1.42487,0.0,0.0
-2.22573,1.42802,1.92801,1.0,0.0
3.70968,-1.57666,2.69772,1.0,1.0
0.61356,3.82836,0.27812,0.0,0.0
0.1763,0.77877,2.49315,0.0,1.0
4.6469,-4.26437,-4.46565,1.0,1.0
4.3755,0.29876,1.14903,0.0,0.0
-0.17576,-4.06343,2.68089,1.0,1.0
2.47225,-1.88297,-1.93761,1.0,1.0
3.37841,-4.27643,3.81105,1.0,1.0
-2.43338,0.92985,4.35994,1.0,1.0
1.78123,-0.8557,1.89534,0.0,0.0
-1.5602,-2.22742,4.96683,0.0,0.0
2.5079,1.4472,-1.4471,0.0,0.0
-4.50839,-4.68943,0.54181,0.0,0.0
2.62033,0.37379,3.40785,1.0,1.0
-4.66573,-1.33248,-2.6293,0.0,0.0
-0.52727,-4.27624,4.54132,1.0,1.0
-2.76745,4.22308,-0.74107,1.0,1.0
4.85524,0.54058,4.30833,0.0,0.0
-4.94651,2.48239,4.03051,0.0,0.0
-3.60279,-4.03874,-0.75427,0.0,0.0
4.33679,0.42387,0.27456,0.0,0.0
-3.58874,-4.9921,3.1014,0.0,0.0
-4.12425,1.3385,4.14616,0.0,0.0
-2.91348,1.65273,-4.21301,1.0,1.0
1.03755,-3.36068,2.35954,1.0,1.0
-1.98769,-0.36609,0.99431,0.0,1.0
-3.28727,2.41638,-1.9736,0.0,0.0
1.62372,-3.41717,1.88118,1.0,1.0
-3.71812,-0.74644,-2.52794,0.0,0.0
2.48375,-2.37965,3.81717,0.0,0.0
3.9182,-3.03559,1.13846,1.0,1.0
-4.12282,-1.08463,2.13322,1.0,1.0
1.59423,1.24701,-2.17459,1.0,1.0
-1.21975,-3.97054,2.19023,0.0,0.0
0.03889,2.08766,-2.51056,1.0,1.0
-1.75562,-1.65785,-4.74258,0.0,0.0
-1.58952,3.03305,3.97298,1.0,1.0
0.18218,-0.44498,-4.69175,0.0,0.0
3.79204,-4.8699,4.4475,0.0,0.0
-0.10784,-1.58066,4.24218,1.0,1.0
-4.75609,0.81425,0.48933,1.0,1.0
-2.8068,-0.71113,1.52264,1.0,1.0
2.27131,-4.99283,4.36853,0.0,0.0
-3.35475,-2.6642,-2.36527,0.0,0.0
-4.6218,-3.76948,4.8635,1.0,1.0
-1.84783,-3.84699,-3.93009,1.0,1.0
2.1946,3.54569,-2.43048,0.0,0.0
-4.7909,-2.7691,-4.43484,0.0,0.0
-3.96605,-0.68492,-2.70082,1.0,1.0
0.15946,-2.46506,4.40537,1.0,1.0
4.05944,0.66806,-1.45576,1.0,1.0
-1.18853,-0.88148,2.27579,0.0,0.0
-0.48361,3.5673,4.44095,1.0,1.0
-1.64054,0.60694,-4.04943,1.0,1.0
-2.99531,-0.86534,-2.93797,0.0,0.0
3.7656,-3.41714,-0.44339,1.0,1.0
1.05699,1.91864,-1.16931,0.0,0.0
3.69099,0.68319,-0.60492,0.0,0.0
-4.32759,-0.35311,3.20736,1.0,1.0
1.14541,3.32162,-0.05988,1.0,1.0
-3.81538,-4.8636,-1.9678,1.0,1.0
1.9799,2.9026,-2.04247,0.0,0.0
-0.04346,-0.78881,-0.89477,0.0,0.0
-2.68651,-3.63629,-3.03311,1.0,1.0
-4.44668,-3.01869,-4.90799,0.0,0.0
1.27258,-1.83625,4.73145,1.0,1.0
-3.06283,-1.54171,-1.42159,0.0,0.0
-4.91549,3.39208,-4.68006,1.0,1.0
4.4018,3.92074,0.35522,1.0,1.0
0.43596,1.53778,-1.1295,0.0,0.0
1.47222,-4.55232,-4.45952,1.0,1.0
-0.4277,0.49622,3.87818,0.0,1.0
-3.95339,3.22648,-2.89953,0.0,0.0
-1.05916,-1.83398,-0.99845,0.0,0.0
-3.49505,0.0357,3.01643,1.0,1.0
-0.58466,-0.09386,3.48768,0.0,0.0
2.06058,-0.09546,-2.42304,1.0,1.0
3.84927,0.7702,-2.78852,0.0,0.0
-2.3088,3.03133,-4.55854,0.0,0.0
4.92092,-3.69648,2.96069,1.0,1.0
-1.05225,-0.07784,3.80651,1.0,1.0
-0.87089,0.37494,-4.507,1.0,1.0
-4.97653,-2.552,1.80583,1.0,1.0
-3.78735,-3.86238,-0.89039,1.0,1.0
1.47837,2.12072,-3.21549,0.0,0.0
-4.20412,4.40397,-2.39334,0.0,0.0
3.53346,3.63491,2.72523,1.0,1.0
-3.31166,3.21801,2.69251,1.0,1.0
0.96723,-1.62798,-2.37491,1.0,1.0
-3.78111,0.09757,0.85261,1.0,1.0
-1.40661,-0.24641,-1.36486,0.0,0.0
1.41006,4.01259,-3.3608,0.0,0.0
-1.18591,-3.59131,1.24944,1.0,1.0
2.28871,4.31913,-2.21128,0.0,0.0
4.50211,-4.36737,1.03014,0.0,0.0
-4.42867,3.93774,0.29809,0.0,0.0
1.69348,3.31574,-3.49689,0.0,0.0
-4.61408,3.78881,-1.85067,1.0,1.0
-3.71021,-0.31539,0.98306,0.0,0.0
-4.69029,-2.25104,-4.672,1.0,1.0
-0.79665,3.951,4.82652,1.0,1.0
1.37048,-3.38362,4.05849,0.0,0.0
0.16248,-3.46251,4.21727,0.0,0.0
2.57469,2.31705,2.09181,0.0,0.0
-2.9966,-2.88993,1.88293,1.0,1.0
-2.80277,-0.61328,2.82002,0.0,0.0
2.83953,-0.46738,2.9219,0.0,0.0
3.38622,1.54776,-2.71574,0.0,0.0
-2.25988,-1.85159,-3.83196,1.0,1.0
-2.2684,-2.90481,-0.44671,1.0,1.0
4.08438,-3.9552,2.20268,1.0,1.0
1.87283,-4.04246,4.22572,1.0,1.0
0.68472,-1.36274,2.56539,0.0,0.0
-2.42635,1.9351,-4.60289,1.0,1.0
3.39408,-0.51829,1.36693,0.0,0.0
-2.78762,1.77074,2.7224,1.0,1.0
-0.26787,1.17727,-0.43674,1.0,1.0
3.94091,-0.02131,3.41809,0.0,0.0
3.01352,-0.89495,-2.69916,0.0,0.0
-0.93918,3.26217,-2.72367,1.0,1.0
0.24436,3.06097,-1.46523,0.0,0.0
1.4221,-2.54368,-3.90721,0.0,0.0
2.94384,-4.01031,-2.28619,1.0,1.0
3.55109,-1.53531,4.73045,1.0,1.0
